[rosmaster.main][INFO] 2017-11-20 12:09:24,840: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2017-11-20 12:09:24,841: Starting ROS Master Node
[rosmaster.master][INFO] 2017-11-20 12:09:25,875: +SERVICE [/rosapi/set_param] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,878: +SERVICE [/rosapi/get_param] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,880: +SERVICE [/rosapi/has_param] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,881: +SERVICE [/rosapi/search_param] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,882: +SERVICE [/rosapi/delete_param] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,882: +SERVICE [/rosapi/get_param_names] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,883: +SERVICE [/rosapi/get_time] /rosapi http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:25,906: +PUB [/rosout] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,908: +SUB [/clock] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,909: +SERVICE [/control_manager/get_loggers] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,910: +SERVICE [/control_manager/set_logger_level] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,912: +SUB [/ngimu_driver_node/imu] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,912: +SERVICE [/control_manager/set_mode] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,913: +SERVICE [/control_manager/get_mode] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,914: +SERVICE [/control_manager/load_project] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,915: +SERVICE [/control_manager/create_project] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,916: +SERVICE [/control_manager/save_project] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,917: +SERVICE [/control_manager/get_current_project] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,917: +PUB [/control_manager/pub_info] /control_manager http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:25,948: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:25,949: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][INFO] 2017-11-20 12:09:26,234: +PUB [/clock] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,235: +SERVICE [/gazebo/spawn_gazebo_model] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,236: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,236: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,237: +SERVICE [/gazebo/delete_model] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,237: +SERVICE [/gazebo/get_model_properties] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,238: +SERVICE [/gazebo/get_model_state] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,238: +SERVICE [/gazebo/get_world_properties] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,239: +SERVICE [/gazebo/get_joint_properties] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,239: +SERVICE [/gazebo/get_link_properties] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,240: +SERVICE [/gazebo/get_link_state] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,240: +SERVICE [/gazebo/get_physics_properties] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,241: +PUB [/gazebo/link_states] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,241: +PUB [/gazebo/model_states] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,241: +SERVICE [/gazebo/set_link_properties] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,242: +SERVICE [/gazebo/set_physics_properties] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,242: +SERVICE [/gazebo/set_model_state] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,243: +SERVICE [/gazebo/set_model_configuration] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,243: +SERVICE [/gazebo/set_joint_properties] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,244: +SERVICE [/gazebo/set_link_state] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,246: +SUB [/gazebo/set_link_state] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,249: +SUB [/gazebo/set_model_state] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,249: publisherUpdate[/clock] -> http://frank-Precision-7510:46819/
[rosmaster.master][INFO] 2017-11-20 12:09:26,250: +SERVICE [/gazebo/pause_physics] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,250: publisherUpdate[/clock] -> http://frank-Precision-7510:37875/
[rosmaster.master][INFO] 2017-11-20 12:09:26,250: publisherUpdate[/clock] -> http://frank-Precision-7510:45275/
[rosmaster.master][INFO] 2017-11-20 12:09:26,251: +SERVICE [/gazebo/unpause_physics] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,251: publisherUpdate[/clock] -> http://frank-Precision-7510:34062/
[rosmaster.master][INFO] 2017-11-20 12:09:26,251: publisherUpdate[/clock] -> http://frank-Precision-7510:38343/
[rosmaster.master][INFO] 2017-11-20 12:09:26,251: publisherUpdate[/clock] -> http://frank-Precision-7510:43523/
[rosmaster.master][INFO] 2017-11-20 12:09:26,252: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,252: publisherUpdate[/clock] -> http://frank-Precision-7510:43902/
[rosmaster.master][INFO] 2017-11-20 12:09:26,253: publisherUpdate[/clock] -> http://frank-Precision-7510:33970/
[rosmaster.master][INFO] 2017-11-20 12:09:26,253: publisherUpdate[/clock] -> http://frank-Precision-7510:46216/
[rosmaster.master][INFO] 2017-11-20 12:09:26,254: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,254: publisherUpdate[/clock] -> http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,254: publisherUpdate[/clock] -> http://frank-Precision-7510:38504/
[rosmaster.master][INFO] 2017-11-20 12:09:26,254: publisherUpdate[/clock] -> http://frank-Precision-7510:45927/
[rosmaster.master][INFO] 2017-11-20 12:09:26,255: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,255: publisherUpdate[/clock] -> http://frank-Precision-7510:33796/
[rosmaster.master][INFO] 2017-11-20 12:09:26,256: publisherUpdate[/clock] -> http://frank-Precision-7510:37846/
[rosmaster.master][INFO] 2017-11-20 12:09:26,256: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,257: publisherUpdate[/clock] -> http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:26,258: +SERVICE [/gazebo/reset_simulation] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,259: +SERVICE [/gazebo/reset_world] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:26,259: +PARAM [/use_sim_time] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:27,875: -SUB [/clock] /urdf_spawner http://frank-Precision-7510:33796/
[rosmaster.master][INFO] 2017-11-20 12:09:27,875: -PUB [/rosout] /urdf_spawner http://frank-Precision-7510:33796/
[rosmaster.master][INFO] 2017-11-20 12:09:27,875: -SERVICE [/urdf_spawner/set_logger_level] /urdf_spawner rosrpc://frank-Precision-7510:40862
[rosmaster.master][INFO] 2017-11-20 12:09:27,876: -SERVICE [/urdf_spawner/get_loggers] /urdf_spawner rosrpc://frank-Precision-7510:40862
[rosmaster.master][INFO] 2017-11-20 12:09:27,960: publisherUpdate[/rosout] -> http://frank-Precision-7510:44214/
[rosmaster.master][ERROR] 2017-11-20 12:09:28,350: Traceback (most recent call last):
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/master_api.py", line 177, in validated_f
    code, msg, val = f(*newArgs, **kwds)
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/master_api.py", line 425, in searchParam
    search_key = self.param_server.search_param(caller_id, key)
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/paramserver.py", line 116, in search_param
    raise ValueError("namespace must be global")
ValueError: namespace must be global

[rosmaster.master][INFO] 2017-11-20 12:09:28,350: +PUB [/scan] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,361: publisherUpdate[/scan] -> http://frank-Precision-7510:46819/
[rosmaster.master][ERROR] 2017-11-20 12:09:28,361: Traceback (most recent call last):
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/master_api.py", line 177, in validated_f
    code, msg, val = f(*newArgs, **kwds)
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/master_api.py", line 425, in searchParam
    search_key = self.param_server.search_param(caller_id, key)
  File "/opt/ros/indigo/lib/python2.7/dist-packages/rosmaster/paramserver.py", line 116, in search_param
    raise ValueError("namespace must be global")
ValueError: namespace must be global

[rosmaster.master][INFO] 2017-11-20 12:09:28,509: +SERVICE [/controller_manager/list_controllers] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,509: +SERVICE [/controller_manager/list_controller_types] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,510: +SERVICE [/controller_manager/load_controller] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,511: +SERVICE [/controller_manager/unload_controller] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,511: +SERVICE [/controller_manager/switch_controller] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,512: +SERVICE [/controller_manager/reload_controller_libraries] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,515: +PUB [/ngimu_driver_node/imu] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,516: +PUB [/ngimu_driver_node/imu/bias] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,516: +SERVICE [/ngimu_driver_node/imu/calibrate] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,517: +SERVICE [/ngimu_driver_node/imu/set_accel_bias] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,517: +SERVICE [/ngimu_driver_node/imu/set_rate_bias] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,518: +SERVICE [/ngimu_driver_node/imu/accel/set_parameters] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,519: +PUB [/ngimu_driver_node/imu/accel/parameter_descriptions] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,520: +PUB [/ngimu_driver_node/imu/accel/parameter_updates] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,523: +PARAM [/ngimu_driver_node/imu/accel/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,523: +PARAM [/ngimu_driver_node/imu/accel/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,524: +PARAM [/ngimu_driver_node/imu/accel/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,525: +PARAM [/ngimu_driver_node/imu/accel/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,525: +PARAM [/ngimu_driver_node/imu/accel/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,526: +SERVICE [/ngimu_driver_node/imu/rate/set_parameters] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,526: +PUB [/ngimu_driver_node/imu/rate/parameter_descriptions] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,527: +PUB [/ngimu_driver_node/imu/rate/parameter_updates] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,530: +PARAM [/ngimu_driver_node/imu/rate/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,531: +PARAM [/ngimu_driver_node/imu/rate/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,531: +PARAM [/ngimu_driver_node/imu/rate/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,532: +PARAM [/ngimu_driver_node/imu/rate/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,532: +PARAM [/ngimu_driver_node/imu/rate/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,533: +SERVICE [/ngimu_driver_node/imu/yaw/set_parameters] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,534: +PUB [/ngimu_driver_node/imu/yaw/parameter_descriptions] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,534: +PUB [/ngimu_driver_node/imu/yaw/parameter_updates] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,537: +PARAM [/ngimu_driver_node/imu/yaw/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,538: +PARAM [/ngimu_driver_node/imu/yaw/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,538: +PARAM [/ngimu_driver_node/imu/yaw/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,539: +PARAM [/ngimu_driver_node/imu/yaw/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,540: +PARAM [/ngimu_driver_node/imu/yaw/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,540: +PARAM [/ngimu_driver_node/imu/accel/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,541: +PARAM [/ngimu_driver_node/imu/accel/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,542: +PARAM [/ngimu_driver_node/imu/accel/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,542: +PARAM [/ngimu_driver_node/imu/accel/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,543: +PARAM [/ngimu_driver_node/imu/accel/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,543: +PARAM [/ngimu_driver_node/imu/rate/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,544: +PARAM [/ngimu_driver_node/imu/rate/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,544: +PARAM [/ngimu_driver_node/imu/rate/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,545: +PARAM [/ngimu_driver_node/imu/rate/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,545: +PARAM [/ngimu_driver_node/imu/rate/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,546: +PARAM [/ngimu_driver_node/imu/yaw/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,546: +PARAM [/ngimu_driver_node/imu/yaw/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,547: +PARAM [/ngimu_driver_node/imu/yaw/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,548: +PARAM [/ngimu_driver_node/imu/yaw/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,548: +PARAM [/ngimu_driver_node/imu/yaw/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,551: +PUB [/navsat/fix] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,552: +PUB [/navsat/vel] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,553: +SERVICE [/navsat/fix/position/set_parameters] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,553: +PUB [/navsat/fix/position/parameter_descriptions] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,554: +PUB [/navsat/fix/position/parameter_updates] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,556: +PARAM [/navsat/fix/position/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,557: +PARAM [/navsat/fix/position/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,557: +PARAM [/navsat/fix/position/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,558: +PARAM [/navsat/fix/position/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,558: +PARAM [/navsat/fix/position/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,559: +SERVICE [/navsat/fix/velocity/set_parameters] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,560: +PUB [/navsat/fix/velocity/parameter_descriptions] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,560: +PUB [/navsat/fix/velocity/parameter_updates] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,562: publisherUpdate[/ngimu_driver_node/imu] -> http://frank-Precision-7510:46818/
[rosmaster.master][INFO] 2017-11-20 12:09:28,564: +PARAM [/navsat/fix/velocity/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,564: +PARAM [/navsat/fix/velocity/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,565: +PARAM [/navsat/fix/velocity/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,565: +PARAM [/navsat/fix/velocity/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,566: +PARAM [/navsat/fix/velocity/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,566: +SERVICE [/navsat/fix/status/set_parameters] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,567: +PUB [/navsat/fix/status/parameter_descriptions] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,568: +PUB [/navsat/fix/status/parameter_updates] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,572: +PARAM [/navsat/fix/status/STATUS_FIX] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,572: +PARAM [/navsat/fix/status/STATUS_SBAS_FIX] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,573: +PARAM [/navsat/fix/status/STATUS_GBAS_FIX] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,573: +PARAM [/navsat/fix/status/SERVICE_GPS] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,574: +PARAM [/navsat/fix/status/SERVICE_GLONASS] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,574: +PARAM [/navsat/fix/status/SERVICE_COMPASS] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,575: +PARAM [/navsat/fix/status/SERVICE_GALILEO] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,575: +PARAM [/navsat/fix/position/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,576: +PARAM [/navsat/fix/position/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,576: +PARAM [/navsat/fix/position/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,577: +PARAM [/navsat/fix/position/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,577: +PARAM [/navsat/fix/position/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,578: +PARAM [/navsat/fix/velocity/gaussian_noise] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,579: +PARAM [/navsat/fix/velocity/offset] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,579: +PARAM [/navsat/fix/velocity/drift] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,580: +PARAM [/navsat/fix/velocity/drift_frequency] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,580: +PARAM [/navsat/fix/velocity/scale_error] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,581: +PARAM [/navsat/fix/status/STATUS_FIX] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,581: +PARAM [/navsat/fix/status/STATUS_SBAS_FIX] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,582: +PARAM [/navsat/fix/status/STATUS_GBAS_FIX] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,582: +PARAM [/navsat/fix/status/SERVICE_GPS] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,583: +PARAM [/navsat/fix/status/SERVICE_GLONASS] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,584: +PARAM [/navsat/fix/status/SERVICE_COMPASS] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,584: +PARAM [/navsat/fix/status/SERVICE_GALILEO] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,608: +SERVICE [/gazebo/set_parameters] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,608: +PUB [/gazebo/parameter_descriptions] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,609: +PUB [/gazebo/parameter_updates] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,613: +PUB [/scan_throttle] /throttle_scans http://frank-Precision-7510:46819/
[rosmaster.master][INFO] 2017-11-20 12:09:28,618: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,619: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,619: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,620: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,621: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,621: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,622: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,623: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,623: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,624: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,625: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,625: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,626: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,627: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,627: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,629: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,630: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,631: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,632: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,632: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,633: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,633: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,634: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,635: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,635: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,636: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,637: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,637: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,638: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,638: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2017-11-20 12:09:28,730: +PUB [/joint_states] /gazebo http://frank-Precision-7510:38915/
[rosmaster.master][INFO] 2017-11-20 12:09:28,762: publisherUpdate[/joint_states] -> http://frank-Precision-7510:37875/
